strike,highPrice,lowPrice,lastPrice,priceChange,bidPrice,askPrice,volume,openInterest,premium,tradeTime,StrikeIdentifier,lastPriceIndentifier,contractDate
3.2300,0.1852,0.1852,0.1852,-0.0304,N/A,N/A,N/A,3,1852.00,05/27/21,C,s,Nov 1 2021
3.2500,0.1786,0.1700,0.1786,-0.0296,N/A,N/A,324,5615,1786.00,05/27/21,C,s,Nov 1 2021
3.2500,0.3585,0.3390,0.3585,-0.0131,N/A,N/A,N/A,23,3585.00,05/28/21,P,s,Nov 1 2021
3.3000,0.1632,0.1560,0.1632,-0.0275,N/A,N/A,N/A,224,1632.00,05/27/21,C,s,Nov 1 2021
3.3500,0.1492,0.1430,0.1492,-0.0254,N/A,N/A,N/A,173,1492.00,05/27/21,C,s,Nov 1 2021
3.3600,0.1466,0.1466,0.1466,-0.0250,N/A,N/A,N/A,6,1466.00,05/27/21,C,s,Nov 1 2021
3.4000,0.1364,0.1300,0.1364,-0.0237,0.1020,N/A,N/A,1205,1364.00,05/27/21,C,s,Nov 1 2021
3.4500,0.1247,0.1190,0.1247,-0.0221,N/A,N/A,N/A,55,1247.00,05/27/21,C,s,Nov 1 2021
3.4800,0.1182,0.1182,0.1182,-0.0211,N/A,N/A,N/A,3,1182.00,05/27/21,C,s,Nov 1 2021
3.5000,0.1310,0.1230,0.1260,+0.0119,N/A,N/A,31,6505,1260.00,17:00 CT,C,,Nov 1 2021
3.5500,0.1045,0.1000,0.1045,-0.0189,N/A,N/A,N/A,212,1045.00,05/27/21,C,s,Nov 1 2021
3.6000,0.0958,0.0920,0.0958,-0.0175,N/A,N/A,N/A,463,958.00,05/27/21,C,s,Nov 1 2021
3.6500,0.0879,0.0850,0.0879,-0.0161,N/A,N/A,N/A,106,879.00,05/27/21,C,s,Nov 1 2021
3.6600,0.0864,0.0864,0.0864,-0.0159,N/A,N/A,N/A,10,864.00,05/27/21,C,s,Nov 1 2021
3.7000,0.0808,0.0780,0.0808,-0.0149,N/A,N/A,N/A,220,808.00,05/27/21,C,s,Nov 1 2021
3.7500,0.0743,0.0720,0.0743,-0.0137,N/A,N/A,100,1705,743.00,05/27/21,C,s,Nov 1 2021
3.8000,0.0686,0.0670,0.0686,-0.0125,N/A,N/A,N/A,175,686.00,05/27/21,C,s,Nov 1 2021
3.8500,0.0633,0.0620,0.0633,-0.0116,N/A,N/A,N/A,117,633.00,05/27/21,C,s,Nov 1 2021
3.9000,0.0586,0.0580,0.0586,-0.0106,N/A,N/A,N/A,25,586.00,05/27/21,C,s,Nov 1 2021
3.9500,0.0543,0.0540,0.0543,-0.0098,N/A,N/A,N/A,159,543.00,05/27/21,C,s,Nov 1 2021
3.9700,0.0528,0.0528,0.0528,-0.0094,N/A,N/A,N/A,3,528.00,05/27/21,C,s,Nov 1 2021
4.0000,0.0580,0.0540,0.0540,+0.0035,0.0350,N/A,1,12869,540.00,17:00 CT,C,,Nov 1 2021
4.0500,0.0470,0.0470,0.0470,-0.0082,N/A,N/A,N/A,41,470.00,05/27/21,C,s,Nov 1 2021
4.1000,0.0438,0.0440,0.0438,-0.0075,N/A,N/A,N/A,75,438.00,05/27/21,C,s,Nov 1 2021
4.1500,0.0409,0.0410,0.0409,-0.0069,N/A,N/A,N/A,500,409.00,05/27/21,C,s,Nov 1 2021
4.2500,0.0358,0.0360,0.0358,-0.0059,N/A,N/A,N/A,1915,358.00,05/27/21,C,s,Nov 1 2021
4.3000,0.0337,0.0340,0.0337,-0.0053,N/A,N/A,N/A,1000,337.00,05/27/21,C,s,Nov 1 2021
4.3500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
4.4500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
4.5000,0.0268,0.0270,0.0268,-0.0037,0.0150,N/A,N/A,962,268.00,05/27/21,C,s,Nov 1 2021
4.5500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
4.6000,0.0241,0.0240,0.0241,-0.0031,N/A,N/A,N/A,11,241.00,05/27/21,C,s,Nov 1 2021
4.6500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
4.7000,0.0218,0.0220,0.0218,-0.0026,N/A,N/A,N/A,51,218.00,05/27/21,C,s,Nov 1 2021
4.7500,0.0207,0.0210,0.0207,-0.0025,N/A,N/A,100,400,207.00,05/27/21,C,s,Nov 1 2021
4.8000,0.0197,0.0200,0.0197,-0.0023,N/A,N/A,N/A,11,197.00,05/27/21,C,s,Nov 1 2021
4.8500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
4.9000,0.0179,0.0180,0.0179,-0.0020,N/A,N/A,N/A,11,179.00,05/27/21,C,s,Nov 1 2021
4.9500,0.0170,0.0180,0.0170,-0.0019,N/A,N/A,N/A,221,170.00,05/27/21,C,s,Nov 1 2021
5.0000,0.0190,0.0190,0.0190,+0.0027,N/A,N/A,220,4949,190.00,17:00 CT,C,,Nov 1 2021
5.0500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
5.1500,0.0143,0.0150,0.0143,-0.0015,N/A,N/A,N/A,11,143.00,05/27/21,C,s,Nov 1 2021
5.2000,0.0137,0.0140,0.0137,-0.0014,N/A,N/A,N/A,100,137.00,05/27/21,C,s,Nov 1 2021
5.2000,2.1565,2.1565,2.1565,+0.0636,N/A,N/A,N/A,100,21565.00,05/27/21,P,s,Nov 1 2021
5.2500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
5.3500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
5.4500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
5.5000,0.0109,0.0109,0.0109,-0.0010,N/A,N/A,N/A,51,109.00,05/27/21,C,s,Nov 1 2021
5.5500,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,0.00,05/27/21,C,N/A,Nov 1 2021
6.0000,0.0080,0.0080,0.0080,-0.0007,N/A,N/A,N/A,20,80.00,05/27/21,C,s,Nov 1 2021
6.7500,0.0055,0.0055,0.0055,-0.0007,N/A,N/A,N/A,48,55.00,05/27/21,C,s,Nov 1 2021
7.1500,0.0046,0.0046,0.0046,-0.0008,N/A,N/A,N/A,406,46.00,05/27/21,C,s,Nov 1 2021
1.6500,0.0013,0.0013,0.0013,unch,N/A,N/A,N/A,1,13.00,05/27/21,P,,Dec 1 2021
1.7500,0.0021,0.0021,0.0021,unch,N/A,N/A,N/A,1101,21.00,05/27/21,P,s,Dec 1 2021
1.8000,0.0027,0.0027,0.0027,+0.0001,N/A,N/A,N/A,905,27.00,05/27/21,P,s,Dec 1 2021
1.8500,0.0033,0.0033,0.0033,+0.0001,N/A,N/A,N/A,1,33.00,05/27/21,P,s,Dec 1 2021
1.9500,0.0052,0.0052,0.0052,+0.0003,N/A,N/A,N/A,1,52.00,05/27/21,P,s,Dec 1 2021
2.0000,0.0064,0.0064,0.0064,+0.0003,N/A,0.0080,N/A,6696,64.00,05/27/21,P,s,Dec 1 2021
2.0500,0.0080,0.0080,0.0080,+0.0005,N/A,N/A,N/A,4,80.00,05/27/21,P,s,Dec 1 2021
2.1000,0.0098,0.0098,0.0098,+0.0006,N/A,N/A,N/A,125,98.00,05/27/21,P,s,Dec 1 2021
2.1400,0.0116,0.0116,0.0116,+0.0008,N/A,N/A,N/A,10,116.00,05/27/21,P,s,Dec 1 2021
2.1500,0.0121,0.0121,0.0121,+0.0008,N/A,N/A,N/A,101,121.00,05/27/21,P,s,Dec 1 2021
2.2000,0.0149,0.0149,0.0149,+0.0011,N/A,N/A,N/A,70,149.00,05/27/21,P,s,Dec 1 2021
2.2500,0.0170,0.0181,0.0181,+0.0013,N/A,N/A,250,4353,181.00,05/27/21,P,s,Dec 1 2021
2.2600,0.0189,0.0189,0.0189,+0.0014,N/A,N/A,N/A,30,189.00,05/27/21,P,s,Dec 1 2021
2.3000,0.0210,0.0220,0.0220,+0.0017,N/A,N/A,N/A,118,220.00,05/27/21,P,s,Dec 1 2021
2.3400,0.8637,0.8637,0.8637,-0.0608,N/A,N/A,N/A,30,8637.00,05/27/21,C,s,Dec 1 2021
2.3500,0.0260,0.0269,0.0269,+0.0023,N/A,N/A,N/A,10,269.00,05/27/21,P,s,Dec 1 2021
2.4000,0.0320,0.0330,0.0330,+0.0031,N/A,N/A,N/A,1239,330.00,05/27/21,P,s,Dec 1 2021
2.4200,0.0330,0.0357,0.0357,+0.0033,N/A,N/A,N/A,30,357.00,05/27/21,P,s,Dec 1 2021
2.4500,0.8110,0.7865,0.7865,+0.0184,0.7950,0.8290,N/A,20,7865.00,05/28/21,C,s,Dec 1 2021
2.4500,0.0390,0.0402,0.0402,+0.0038,N/A,N/A,N/A,438,402.00,05/27/21,P,s,Dec 1 2021
2.4600,0.7596,0.7500,0.7596,-0.0591,N/A,N/A,N/A,30,7596.00,05/27/21,C,s,Dec 1 2021
2.4800,0.7429,0.7330,0.7429,-0.0587,N/A,N/A,N/A,28,7429.00,05/27/21,C,s,Dec 1 2021
2.5000,0.7680,0.7446,0.7446,+0.0182,0.7530,0.7870,N/A,1105,7446.00,05/28/21,C,s,Dec 1 2021
2.5000,0.0470,0.0485,0.0485,+0.0046,N/A,N/A,4450,9883,485.00,05/27/21,P,s,Dec 1 2021
2.5100,0.0480,0.0503,0.0503,+0.0048,N/A,N/A,N/A,2,503.00,05/27/21,P,s,Dec 1 2021
2.5300,0.7019,0.6930,0.7019,-0.0579,N/A,N/A,N/A,3,7019.00,05/27/21,C,s,Dec 1 2021
2.5300,0.0510,0.0540,0.0540,+0.0051,N/A,N/A,N/A,2,540.00,05/27/21,P,s,Dec 1 2021
2.5500,0.7270,0.7038,0.7038,+0.0179,0.7120,0.7460,N/A,60,7038.00,05/28/21,C,s,Dec 1 2021
2.5500,0.0570,0.0580,0.0580,+0.0055,N/A,N/A,N/A,656,580.00,05/27/21,P,s,Dec 1 2021
2.6000,0.6860,0.6642,0.6642,+0.0175,0.6720,0.7050,N/A,450,6642.00,05/28/21,C,s,Dec 1 2021
2.6000,0.0680,0.0688,0.0688,+0.0064,N/A,N/A,N/A,1334,688.00,05/27/21,P,s,Dec 1 2021
2.6300,0.6238,0.6160,0.6238,-0.0560,N/A,N/A,N/A,2,6238.00,05/27/21,C,s,Dec 1 2021
2.6500,0.6480,0.6260,0.6260,+0.0170,0.6340,0.6670,N/A,259,6260.00,05/28/21,C,s,Dec 1 2021
2.6500,0.0810,0.0810,0.0810,+0.0076,N/A,N/A,N/A,65,810.00,05/27/21,P,s,Dec 1 2021
2.7000,0.6110,0.5896,0.5896,+0.0165,0.5970,0.6300,N/A,55,5896.00,05/28/21,C,s,Dec 1 2021
2.7000,0.0950,0.0952,0.0952,+0.0092,N/A,N/A,N/A,366,952.00,05/27/21,P,s,Dec 1 2021
2.7500,0.5760,0.5551,0.5551,+0.0161,0.5620,0.5940,N/A,2118,5551.00,05/28/21,C,s,Dec 1 2021
2.7500,0.1110,0.1111,0.1111,+0.0107,N/A,N/A,N/A,2979,1111.00,05/27/21,P,s,Dec 1 2021
2.7800,0.5194,0.5194,0.5194,-0.0515,N/A,N/A,N/A,31,5194.00,05/27/21,C,s,Dec 1 2021
2.8000,0.5410,0.5222,0.5222,+0.0156,0.5280,0.5600,N/A,267,5222.00,05/28/21,C,s,Dec 1 2021
2.8000,0.1290,0.1287,0.1287,+0.0121,N/A,N/A,N/A,1679,1287.00,05/27/21,P,s,Dec 1 2021
2.8500,0.5090,0.4908,0.4908,+0.0151,0.4960,0.5280,N/A,482,4908.00,05/28/21,C,s,Dec 1 2021
2.8500,0.1420,0.1380,0.1420,-0.0058,N/A,N/A,60,366,1420.00,17:00 CT,P,,Dec 1 2021
2.8700,0.4639,0.4639,0.4639,-0.0487,N/A,N/A,N/A,10,4639.00,05/27/21,C,s,Dec 1 2021
2.9000,0.4790,0.4611,0.4611,+0.0145,0.4660,0.4970,N/A,300,4611.00,05/28/21,C,s,Dec 1 2021
2.9000,0.1700,0.1686,0.1686,+0.0153,N/A,N/A,N/A,440,1686.00,05/27/21,P,s,Dec 1 2021
2.9100,0.4409,0.4360,0.4409,-0.0473,N/A,N/A,N/A,11,4409.00,05/27/21,C,s,Dec 1 2021
2.9500,0.4500,0.4330,0.4330,+0.0140,0.4370,0.4670,N/A,1244,4330.00,05/28/21,C,s,Dec 1 2021
2.9500,0.1930,0.1911,0.1911,+0.0172,N/A,N/A,N/A,209,1911.00,05/27/21,P,s,Dec 1 2021
3.0000,0.4210,0.4065,0.4065,+0.0134,0.4090,0.4400,N/A,7649,4065.00,05/28/21,C,s,Dec 1 2021
3.0000,0.2180,0.2151,0.2151,+0.0191,N/A,N/A,700,2803,2151.00,05/27/21,P,s,Dec 1 2021
3.0500,0.3970,0.3815,0.3815,+0.0128,0.3840,0.4140,N/A,44,3815.00,05/28/21,C,s,Dec 1 2021
3.1000,0.3720,0.3581,0.3581,+0.0123,0.3600,0.3900,N/A,272,3581.00,05/28/21,C,s,Dec 1 2021
3.1000,0.2720,0.2678,0.2678,+0.0230,N/A,N/A,N/A,765,2678.00,05/27/21,P,s,Dec 1 2021
3.1100,0.3414,0.3414,0.3414,-0.0396,N/A,N/A,N/A,4,3414.00,05/27/21,C,s,Dec 1 2021
3.1500,0.3490,0.3361,0.3361,+0.0117,0.3370,0.3670,N/A,1290,3361.00,05/28/21,C,s,Dec 1 2021
3.1500,0.3020,0.2964,0.2964,+0.0249,N/A,N/A,N/A,3600,2964.00,05/27/21,P,s,Dec 1 2021
3.2000,0.3280,0.3156,0.3156,+0.0112,0.3160,0.3450,N/A,275,3156.00,05/28/21,C,s,Dec 1 2021
3.2000,0.3330,0.3264,0.3264,+0.0268,N/A,N/A,N/A,606,3264.00,05/27/21,P,s,Dec 1 2021
3.2300,0.2930,0.2930,0.2930,-0.0350,N/A,N/A,N/A,3,2930.00,05/27/21,C,s,Dec 1 2021
3.2500,0.2857,0.2770,0.2857,-0.0343,N/A,N/A,350,6817,2857.00,05/27/21,C,s,Dec 1 2021
3.2500,0.3640,0.3577,0.3577,+0.0287,N/A,N/A,N/A,1,3577.00,05/27/21,P,s,Dec 1 2021
3.3000,0.2682,0.2610,0.2682,-0.0325,N/A,N/A,N/A,942,2682.00,05/27/21,C,s,Dec 1 2021
3.3000,0.3990,0.3902,0.3902,+0.0305,N/A,N/A,N/A,5,3902.00,05/27/21,P,s,Dec 1 2021
3.3500,0.2520,0.2450,0.2520,-0.0307,N/A,N/A,N/A,204,2520.00,05/27/21,C,s,Dec 1 2021
3.3600,0.2489,0.2489,0.2489,-0.0303,N/A,N/A,N/A,6,2489.00,05/27/21,C,s,Dec 1 2021
3.4000,0.2368,0.2310,0.2368,-0.0290,N/A,N/A,N/A,1502,2368.00,05/27/21,C,s,Dec 1 2021
3.4500,0.2227,0.2170,0.2227,-0.0274,N/A,N/A,N/A,18,2227.00,05/27/21,C,s,Dec 1 2021
3.4800,0.2147,0.2147,0.2147,-0.0265,N/A,N/A,N/A,51,2147.00,05/27/21,C,s,Dec 1 2021
3.5000,0.2096,0.2050,0.2096,-0.0258,N/A,N/A,N/A,6697,2096.00,05/27/21,C,s,Dec 1 2021
3.5500,0.1974,0.1940,0.1974,-0.0243,N/A,N/A,N/A,101,1974.00,05/27/21,C,s,Dec 1 2021
3.6000,0.1860,0.1830,0.1860,-0.0229,N/A,N/A,N/A,564,1860.00,05/27/21,C,s,Dec 1 2021
3.6500,0.1753,0.1720,0.1753,-0.0217,N/A,N/A,N/A,35,1753.00,05/27/21,C,s,Dec 1 2021
3.6600,0.1733,0.1733,0.1733,-0.0214,N/A,N/A,N/A,10,1733.00,05/27/21,C,s,Dec 1 2021
3.7000,0.1654,0.1630,0.1654,-0.0204,N/A,N/A,1,115,1654.00,05/27/21,C,s,Dec 1 2021
3.7500,0.1560,0.1540,0.1560,-0.0193,N/A,N/A,101,7254,1560.00,05/27/21,C,s,Dec 1 2021
3.8500,0.1392,0.1370,0.1392,-0.0172,N/A,N/A,N/A,1,1392.00,05/27/21,C,s,Dec 1 2021
3.9000,0.1316,0.1300,0.1316,-0.0163,N/A,N/A,N/A,62,1316.00,05/27/21,C,s,Dec 1 2021
3.9500,0.1246,0.1230,0.1246,-0.0153,N/A,N/A,N/A,18,1246.00,05/27/21,C,s,Dec 1 2021
3.9700,0.1219,0.1219,0.1219,-0.0150,N/A,N/A,N/A,5,1219.00,05/27/21,C,s,Dec 1 2021
3.9800,0.1206,0.1206,0.1206,-0.0148,N/A,N/A,N/A,20,1206.00,05/27/21,C,s,Dec 1 2021
4.0000,0.1180,0.1160,0.1180,-0.0144,N/A,N/A,1,11952,1180.00,05/27/21,C,s,Dec 1 2021
4.0500,0.1119,0.1100,0.1119,-0.0135,N/A,N/A,N/A,1,1119.00,05/27/21,C,s,Dec 1 2021
4.1000,0.1061,0.1050,0.1061,-0.0127,N/A,N/A,N/A,134,1061.00,05/27/21,C,s,Dec 1 2021
4.1500,0.1008,0.0990,0.1008,-0.0119,N/A,N/A,N/A,1,1008.00,05/27/21,C,s,Dec 1 2021
4.2500,0.0912,0.0900,0.0912,-0.0102,N/A,N/A,N/A,1856,912.00,05/27/21,C,s,Dec 1 2021
4.3000,0.0869,0.0850,0.0869,-0.0094,N/A,N/A,N/A,1002,869.00,05/27/21,C,s,Dec 1 2021
4.3500,0.0829,0.0810,0.0829,-0.0086,N/A,N/A,N/A,501,829.00,05/27/21,C,s,Dec 1 2021
4.4500,0.0755,0.0740,0.0755,-0.0073,N/A,N/A,N/A,17,755.00,05/27/21,C,s,Dec 1 2021
4.5000,0.0722,0.0700,0.0722,-0.0066,N/A,N/A,50,2114,722.00,05/27/21,C,s,Dec 1 2021
4.5500,0.0690,0.0670,0.0690,-0.0061,N/A,N/A,N/A,95,690.00,05/27/21,C,s,Dec 1 2021
4.6000,0.0661,0.0640,0.0661,-0.0055,N/A,N/A,N/A,11,661.00,05/27/21,C,s,Dec 1 2021
4.6500,0.0632,0.0620,0.0632,-0.0051,N/A,N/A,N/A,537,632.00,05/27/21,C,s,Dec 1 2021
4.7000,0.0606,0.0590,0.0606,-0.0046,N/A,N/A,N/A,53,606.00,05/27/21,C,s,Dec 1 2021
4.7500,0.0581,0.0560,0.0581,-0.0042,N/A,N/A,100,401,581.00,05/27/21,C,s,Dec 1 2021
4.8000,0.0557,0.0540,0.0557,-0.0039,N/A,N/A,N/A,11,557.00,05/27/21,C,s,Dec 1 2021
4.8500,0.0535,0.0520,0.0535,-0.0035,N/A,N/A,N/A,1,535.00,05/27/21,C,s,Dec 1 2021
4.9000,0.0514,0.0500,0.0514,-0.0032,N/A,N/A,N/A,11,514.00,05/27/21,C,s,Dec 1 2021
4.9500,0.0494,0.0480,0.0494,-0.0029,N/A,N/A,N/A,1,494.00,05/27/21,C,s,Dec 1 2021
5.0000,0.0475,0.0460,0.0475,-0.0027,N/A,N/A,50,5849,475.00,05/27/21,C,s,Dec 1 2021
5.0500,0.0457,0.0440,0.0457,-0.0025,N/A,N/A,N/A,1,457.00,05/27/21,C,s,Dec 1 2021
5.1500,0.0424,0.0410,0.0424,-0.0021,N/A,N/A,N/A,12,424.00,05/27/21,C,s,Dec 1 2021
5.2000,0.0409,0.0400,0.0409,-0.0019,N/A,N/A,N/A,100,409.00,05/27/21,C,s,Dec 1 2021
5.2000,2.0626,2.0626,2.0626,+0.0611,N/A,N/A,N/A,100,20626.00,05/27/21,P,s,Dec 1 2021
5.2500,0.0394,0.0380,0.0394,-0.0018,N/A,N/A,N/A,2,394.00,05/27/21,C,s,Dec 1 2021
5.3000,0.0380,0.0370,0.0380,-0.0017,N/A,N/A,N/A,220,380.00,05/27/21,C,s,Dec 1 2021
5.3500,0.0367,0.0360,0.0367,-0.0015,N/A,N/A,N/A,1,367.00,05/27/21,C,s,Dec 1 2021
5.4500,0.0342,0.0330,0.0342,-0.0013,N/A,N/A,N/A,1,342.00,05/27/21,C,s,Dec 1 2021
5.5000,0.0330,0.0320,0.0330,-0.0013,N/A,N/A,N/A,401,330.00,05/27/21,C,s,Dec 1 2021
5.5500,0.0319,0.0310,0.0319,-0.0012,N/A,N/A,N/A,1,319.00,05/27/21,C,s,Dec 1 2021
5.6500,0.0298,0.0300,0.0298,-0.0010,N/A,N/A,N/A,1,298.00,05/27/21,C,s,Dec 1 2021
5.7500,0.0278,0.0280,0.0278,-0.0010,N/A,N/A,N/A,1,278.00,05/27/21,C,s,Dec 1 2021
6.0000,0.0237,0.0240,0.0237,-0.0007,N/A,N/A,N/A,248,237.00,05/27/21,C,s,Dec 1 2021
6.7500,0.0156,0.0156,0.0156,-0.0005,N/A,N/A,N/A,45,156.00,05/27/21,C,s,Dec 1 2021
7.0000,0.0138,0.0138,0.0138,-0.0005,N/A,N/A,N/A,700,138.00,05/27/21,C,s,Dec 1 2021
10.0000,0.0050,0.0050,0.0050,+0.0001,N/A,N/A,N/A,84,50.00,05/27/21,C,s,Dec 1 2021
1.4000,0.0017,0.0017,0.0017,+0.0001,N/A,N/A,N/A,25,17.00,05/27/21,P,,Jan 1 2022
1.5000,0.0023,0.0023,0.0023,+0.0001,N/A,N/A,N/A,305,23.00,05/27/21,P,s,Jan 1 2022
1.7000,0.0039,0.0039,0.0039,+0.0002,N/A,N/A,N/A,1000,39.00,05/27/21,P,s,Jan 1 2022
1.7500,0.0045,0.0045,0.0045,+0.0002,N/A,N/A,N/A,525,45.00,05/27/21,P,s,Jan 1 2022
1.9000,0.0073,0.0073,0.0073,+0.0005,N/A,N/A,N/A,75,73.00,05/27/21,P,s,Jan 1 2022
2.0000,0.0103,0.0103,0.0103,+0.0008,N/A,N/A,N/A,4164,103.00,05/27/21,P,s,Jan 1 2022
2.0500,0.0124,0.0124,0.0124,+0.0010,N/A,N/A,N/A,3,124.00,05/27/21,P,s,Jan 1 2022
2.1000,0.0151,0.0151,0.0151,+0.0013,N/A,N/A,N/A,133,151.00,05/27/21,P,s,Jan 1 2022
2.1500,0.0182,0.0182,0.0182,+0.0016,N/A,N/A,N/A,200,182.00,05/27/21,P,s,Jan 1 2022
2.2000,0.0219,0.0219,0.0219,+0.0019,N/A,N/A,N/A,1012,219.00,05/27/21,P,s,Jan 1 2022
2.2500,0.0240,0.0263,0.0263,+0.0024,N/A,N/A,N/A,6308,263.00,05/27/21,P,s,Jan 1 2022
2.3000,0.0315,0.0315,0.0315,+0.0029,N/A,N/A,N/A,22,315.00,05/27/21,P,s,Jan 1 2022
2.3500,0.0378,0.0378,0.0378,+0.0036,N/A,N/A,N/A,27,378.00,05/27/21,P,s,Jan 1 2022
2.3800,0.9219,0.9219,0.9219,-0.0549,N/A,N/A,N/A,16,9219.00,05/27/21,C,s,Jan 1 2022
2.4000,0.0450,0.0450,0.0450,+0.0043,N/A,N/A,N/A,356,450.00,05/27/21,P,s,Jan 1 2022
2.4200,0.0482,0.0482,0.0482,+0.0046,N/A,N/A,N/A,12,482.00,05/27/21,P,s,Jan 1 2022
2.4500,0.0532,0.0532,0.0532,+0.0050,N/A,N/A,N/A,22,532.00,05/27/21,P,s,Jan 1 2022
2.4600,0.8549,0.8549,0.8549,-0.0538,N/A,N/A,N/A,12,8549.00,05/27/21,C,s,Jan 1 2022
2.4600,0.0550,0.0550,0.0550,+0.0052,N/A,N/A,N/A,17,550.00,05/27/21,P,s,Jan 1 2022
2.5000,0.8223,0.8223,0.8223,-0.0532,N/A,N/A,N/A,558,8223.00,05/27/21,C,s,Jan 1 2022
2.5000,0.0625,0.0625,0.0625,+0.0058,N/A,N/A,2000,6644,625.00,05/27/21,P,s,Jan 1 2022
2.5300,0.7984,0.7984,0.7984,-0.0527,N/A,N/A,N/A,1,7984.00,05/27/21,C,s,Jan 1 2022
2.5400,0.7905,0.7905,0.7905,-0.0526,N/A,N/A,N/A,17,7905.00,05/27/21,C,s,Jan 1 2022
2.5500,0.0728,0.0728,0.0728,+0.0066,N/A,N/A,N/A,151,728.00,05/27/21,P,s,Jan 1 2022
2.5700,0.7672,0.7672,0.7672,-0.0520,N/A,N/A,N/A,17,7672.00,05/27/21,C,s,Jan 1 2022
2.6000,0.7442,0.7442,0.7442,-0.0515,N/A,N/A,N/A,219,7442.00,05/27/21,C,s,Jan 1 2022
2.6000,0.0843,0.0843,0.0843,+0.0075,N/A,N/A,N/A,1266,843.00,05/27/21,P,s,Jan 1 2022
2.6400,0.7144,0.7144,0.7144,-0.0505,N/A,N/A,N/A,12,7144.00,05/27/21,C,s,Jan 1 2022
2.6500,0.7072,0.7072,0.7072,-0.0502,N/A,N/A,N/A,296,7072.00,05/27/21,C,s,Jan 1 2022
2.6500,0.0973,0.0973,0.0973,+0.0088,N/A,N/A,N/A,125,973.00,05/27/21,P,s,Jan 1 2022
2.6600,0.7000,0.7000,0.7000,-0.0499,N/A,N/A,N/A,12,7000.00,05/27/21,C,s,Jan 1 2022
2.6700,0.6929,0.6929,0.6929,-0.0496,N/A,N/A,N/A,2,6929.00,05/27/21,C,s,Jan 1 2022
2.6800,0.6859,0.6859,0.6859,-0.0493,N/A,N/A,N/A,4,6859.00,05/27/21,C,s,Jan 1 2022
2.7000,0.6721,0.6721,0.6721,-0.0486,N/A,N/A,N/A,290,6721.00,05/27/21,C,s,Jan 1 2022
2.7000,0.1020,0.1122,0.1122,+0.0104,N/A,N/A,N/A,649,1122.00,05/27/21,P,s,Jan 1 2022
2.7500,0.6388,0.6388,0.6388,-0.0471,N/A,N/A,N/A,1665,6388.00,05/27/21,C,s,Jan 1 2022
2.7500,0.1180,0.1289,0.1289,+0.0119,N/A,N/A,N/A,2585,1289.00,05/27/21,P,s,Jan 1 2022
2.7700,0.6260,0.6260,0.6260,-0.0465,N/A,N/A,N/A,1,6260.00,05/27/21,C,s,Jan 1 2022
2.7800,0.6197,0.6197,0.6197,-0.0462,N/A,N/A,N/A,17,6197.00,05/27/21,C,s,Jan 1 2022
2.8000,0.6072,0.6072,0.6072,-0.0457,N/A,N/A,N/A,515,6072.00,05/27/21,C,s,Jan 1 2022
2.8000,0.1370,0.1472,0.1472,+0.0132,N/A,N/A,N/A,258,1472.00,05/27/21,P,s,Jan 1 2022
2.8500,0.5769,0.5769,0.5769,-0.0445,N/A,N/A,N/A,349,5769.00,05/27/21,C,s,Jan 1 2022
2.8500,0.1570,0.1669,0.1669,+0.0145,N/A,N/A,N/A,320,1669.00,05/27/21,P,s,Jan 1 2022
2.8600,0.5710,0.5710,0.5710,-0.0442,N/A,N/A,N/A,12,5710.00,05/27/21,C,s,Jan 1 2022
2.8700,0.5652,0.5652,0.5652,-0.0439,N/A,N/A,N/A,12,5652.00,05/27/21,C,s,Jan 1 2022
2.8800,0.5595,0.5595,0.5595,-0.0435,N/A,N/A,N/A,12,5595.00,05/27/21,C,s,Jan 1 2022
2.8900,0.5538,0.5538,0.5538,-0.0433,N/A,N/A,N/A,1,5538.00,05/27/21,C,s,Jan 1 2022
2.8900,0.1839,0.1839,0.1839,+0.0158,N/A,N/A,N/A,1,1839.00,05/27/21,P,s,Jan 1 2022
2.9000,0.5483,0.5483,0.5483,-0.0429,N/A,N/A,N/A,474,5483.00,05/27/21,C,s,Jan 1 2022
2.9000,0.1790,0.1883,0.1883,+0.0161,N/A,N/A,N/A,603,1883.00,05/27/21,P,s,Jan 1 2022
2.9400,0.5266,0.5266,0.5266,-0.0416,N/A,N/A,N/A,1,5266.00,05/27/21,C,s,Jan 1 2022
