strike,lastPrice,tradeTime,StrikeIdentifier,lastPriceIndentifier,ContractDate
1.95,0.0062,05/27/21,P,s,2021-11-01
2.0,0.0075,05/27/21,P,s,2021-11-01
2.05,0.0091,05/27/21,P,s,2021-11-01
2.1,0.0111,05/27/21,P,s,2021-11-01
2.14,0.013,05/27/21,P,s,2021-11-01
2.15,0.0135,05/27/21,P,s,2021-11-01
2.2,0.0165,05/27/21,P,s,2021-11-01
2.25,0.02,05/27/21,P,s,2021-11-01
2.26,0.0208,05/27/21,P,s,2021-11-01
2.3,0.0242,05/27/21,P,s,2021-11-01
2.34,0.7452,05/27/21,C,s,2021-11-01
2.35,0.0293,05/27/21,P,s,2021-11-01
2.4,0.0354,05/27/21,P,s,2021-11-01
2.42,0.038,05/27/21,P,s,2021-11-01
2.45,0.67,05/28/21,C,s,2021-11-01
2.45,0.0424,05/27/21,P,s,2021-11-01
2.46,0.6409,05/27/21,C,s,2021-11-01
2.48,0.6241,05/27/21,C,s,2021-11-01
2.5,0.6278,05/28/21,C,s,2021-11-01
2.5,0.0506,05/27/21,P,s,2021-11-01
2.51,0.0524,05/27/21,P,s,2021-11-01
2.53,0.5831,05/27/21,C,s,2021-11-01
2.53,0.0562,05/27/21,P,s,2021-11-01
2.55,0.5869,05/28/21,C,s,2021-11-01
2.55,0.0602,05/27/21,P,s,2021-11-01
2.6,0.5475,05/28/21,C,s,2021-11-01
2.6,0.0714,05/27/21,P,s,2021-11-01
2.63,0.5058,05/27/21,C,s,2021-11-01
2.65,0.5096,05/28/21,C,s,2021-11-01
2.65,0.0841,05/27/21,P,s,2021-11-01
2.7,0.4733,05/28/21,C,s,2021-11-01
2.7,0.0983,05/27/21,P,s,2021-11-01
2.75,0.4386,05/28/21,C,s,2021-11-01
2.75,0.1144,05/27/21,P,s,2021-11-01
2.78,0.4019,05/27/21,C,s,2021-11-01
2.8,0.4058,05/28/21,C,s,2021-11-01
2.8,0.1323,05/27/21,P,s,2021-11-01
2.85,0.3748,05/28/21,C,s,2021-11-01
2.85,0.152,05/27/21,P,s,2021-11-01
2.87,0.3474,05/27/21,C,s,2021-11-01
2.9,0.3456,05/28/21,C,s,2021-11-01
2.9,0.1735,05/27/21,P,s,2021-11-01
2.91,0.325,05/27/21,C,s,2021-11-01
2.95,0.318,05/28/21,C,s,2021-11-01
2.95,0.1967,05/27/21,P,s,2021-11-01
3.0,0.2922,05/28/21,C,s,2021-11-01
3.0,0.2216,05/27/21,P,s,2021-11-01
3.05,0.2681,05/28/21,C,s,2021-11-01
3.05,0.2482,05/27/21,P,s,2021-11-01
3.1,0.2457,05/28/21,C,s,2021-11-01
3.1,0.2766,05/27/21,P,s,2021-11-01
3.11,0.2295,05/27/21,C,s,2021-11-01
3.15,0.2137,05/27/21,C,s,2021-11-01
3.15,0.3067,05/27/21,P,s,2021-11-01
3.2,0.1955,05/27/21,C,s,2021-11-01
3.23,0.1852,05/27/21,C,s,2021-11-01
3.25,0.1786,05/27/21,C,s,2021-11-01
3.25,0.3585,05/28/21,P,s,2021-11-01
3.3,0.1632,05/27/21,C,s,2021-11-01
3.35,0.1492,05/27/21,C,s,2021-11-01
3.36,0.1466,05/27/21,C,s,2021-11-01
3.4,0.1364,05/27/21,C,s,2021-11-01
3.45,0.1247,05/27/21,C,s,2021-11-01
3.48,0.1182,05/27/21,C,s,2021-11-01
3.5,0.126,17:00 CT,C,,2021-11-01
3.55,0.1045,05/27/21,C,s,2021-11-01
3.6,0.0958,05/27/21,C,s,2021-11-01
3.65,0.0879,05/27/21,C,s,2021-11-01
3.66,0.0864,05/27/21,C,s,2021-11-01
3.7,0.0808,05/27/21,C,s,2021-11-01
3.75,0.0743,05/27/21,C,s,2021-11-01
3.8,0.0686,05/27/21,C,s,2021-11-01
3.85,0.0633,05/27/21,C,s,2021-11-01
3.9,0.0586,05/27/21,C,s,2021-11-01
3.95,0.0543,05/27/21,C,s,2021-11-01
3.97,0.0528,05/27/21,C,s,2021-11-01
4.0,0.054,17:00 CT,C,,2021-11-01
4.05,0.047,05/27/21,C,s,2021-11-01
4.1,0.0438,05/27/21,C,s,2021-11-01
4.15,0.0409,05/27/21,C,s,2021-11-01
4.25,0.0358,05/27/21,C,s,2021-11-01
4.3,0.0337,05/27/21,C,s,2021-11-01
4.35,,05/27/21,C,,2021-11-01
4.45,,05/27/21,C,,2021-11-01
4.5,0.0268,05/27/21,C,s,2021-11-01
4.55,,05/27/21,C,,2021-11-01
4.6,0.0241,05/27/21,C,s,2021-11-01
4.65,,05/27/21,C,,2021-11-01
4.7,0.0218,05/27/21,C,s,2021-11-01
4.75,0.0207,05/27/21,C,s,2021-11-01
4.8,0.0197,05/27/21,C,s,2021-11-01
4.85,,05/27/21,C,,2021-11-01
4.9,0.0179,05/27/21,C,s,2021-11-01
4.95,0.017,05/27/21,C,s,2021-11-01
5.0,0.019,17:00 CT,C,,2021-11-01
5.05,,05/27/21,C,,2021-11-01
5.15,0.0143,05/27/21,C,s,2021-11-01
5.2,0.0137,05/27/21,C,s,2021-11-01
5.2,2.1565,05/27/21,P,s,2021-11-01
5.25,,05/27/21,C,,2021-11-01
5.35,,05/27/21,C,,2021-11-01
5.45,,05/27/21,C,,2021-11-01
5.5,0.0109,05/27/21,C,s,2021-11-01
5.55,,05/27/21,C,,2021-11-01
6.0,0.008,05/27/21,C,s,2021-11-01
6.75,0.0055,05/27/21,C,s,2021-11-01
7.15,0.0046,05/27/21,C,s,2021-11-01
1.65,0.0013,05/27/21,P,,2021-12-01
1.75,0.0021,05/27/21,P,s,2021-12-01
1.8,0.0027,05/27/21,P,s,2021-12-01
1.85,0.0033,05/27/21,P,s,2021-12-01
1.95,0.0052,05/27/21,P,s,2021-12-01
2.0,0.0064,05/27/21,P,s,2021-12-01
2.05,0.008,05/27/21,P,s,2021-12-01
2.1,0.0098,05/27/21,P,s,2021-12-01
2.14,0.0116,05/27/21,P,s,2021-12-01
2.15,0.0121,05/27/21,P,s,2021-12-01
2.2,0.0149,05/27/21,P,s,2021-12-01
2.25,0.0181,05/27/21,P,s,2021-12-01
2.26,0.0189,05/27/21,P,s,2021-12-01
2.3,0.022,05/27/21,P,s,2021-12-01
2.34,0.8637,05/27/21,C,s,2021-12-01
2.35,0.0269,05/27/21,P,s,2021-12-01
2.4,0.033,05/27/21,P,s,2021-12-01
2.42,0.0357,05/27/21,P,s,2021-12-01
2.45,0.7865,05/28/21,C,s,2021-12-01
2.45,0.0402,05/27/21,P,s,2021-12-01
2.46,0.7596,05/27/21,C,s,2021-12-01
2.48,0.7429,05/27/21,C,s,2021-12-01
2.5,0.7446,05/28/21,C,s,2021-12-01
2.5,0.0485,05/27/21,P,s,2021-12-01
2.51,0.0503,05/27/21,P,s,2021-12-01
2.53,0.7019,05/27/21,C,s,2021-12-01
2.53,0.054,05/27/21,P,s,2021-12-01
2.55,0.7038,05/28/21,C,s,2021-12-01
2.55,0.058,05/27/21,P,s,2021-12-01
2.6,0.6642,05/28/21,C,s,2021-12-01
2.6,0.0688,05/27/21,P,s,2021-12-01
2.63,0.6238,05/27/21,C,s,2021-12-01
2.65,0.626,05/28/21,C,s,2021-12-01
2.65,0.081,05/27/21,P,s,2021-12-01
2.7,0.5896,05/28/21,C,s,2021-12-01
2.7,0.0952,05/27/21,P,s,2021-12-01
2.75,0.5551,05/28/21,C,s,2021-12-01
2.75,0.1111,05/27/21,P,s,2021-12-01
2.78,0.5194,05/27/21,C,s,2021-12-01
2.8,0.5222,05/28/21,C,s,2021-12-01
2.8,0.1287,05/27/21,P,s,2021-12-01
2.85,0.4908,05/28/21,C,s,2021-12-01
2.85,0.142,17:00 CT,P,,2021-12-01
2.87,0.4639,05/27/21,C,s,2021-12-01
2.9,0.4611,05/28/21,C,s,2021-12-01
2.9,0.1686,05/27/21,P,s,2021-12-01
2.91,0.4409,05/27/21,C,s,2021-12-01
2.95,0.433,05/28/21,C,s,2021-12-01
2.95,0.1911,05/27/21,P,s,2021-12-01
3.0,0.4065,05/28/21,C,s,2021-12-01
3.0,0.2151,05/27/21,P,s,2021-12-01
3.05,0.3815,05/28/21,C,s,2021-12-01
3.1,0.3581,05/28/21,C,s,2021-12-01
3.1,0.2678,05/27/21,P,s,2021-12-01
3.11,0.3414,05/27/21,C,s,2021-12-01
3.15,0.3361,05/28/21,C,s,2021-12-01
3.15,0.2964,05/27/21,P,s,2021-12-01
3.2,0.3156,05/28/21,C,s,2021-12-01
3.2,0.3264,05/27/21,P,s,2021-12-01
3.23,0.293,05/27/21,C,s,2021-12-01
3.25,0.2857,05/27/21,C,s,2021-12-01
3.25,0.3577,05/27/21,P,s,2021-12-01
3.3,0.2682,05/27/21,C,s,2021-12-01
3.3,0.3902,05/27/21,P,s,2021-12-01
3.35,0.252,05/27/21,C,s,2021-12-01
3.36,0.2489,05/27/21,C,s,2021-12-01
3.4,0.2368,05/27/21,C,s,2021-12-01
3.45,0.2227,05/27/21,C,s,2021-12-01
3.48,0.2147,05/27/21,C,s,2021-12-01
3.5,0.2096,05/27/21,C,s,2021-12-01
3.55,0.1974,05/27/21,C,s,2021-12-01
3.6,0.186,05/27/21,C,s,2021-12-01
3.65,0.1753,05/27/21,C,s,2021-12-01
3.66,0.1733,05/27/21,C,s,2021-12-01
3.7,0.1654,05/27/21,C,s,2021-12-01
3.75,0.156,05/27/21,C,s,2021-12-01
3.85,0.1392,05/27/21,C,s,2021-12-01
3.9,0.1316,05/27/21,C,s,2021-12-01
3.95,0.1246,05/27/21,C,s,2021-12-01
3.97,0.1219,05/27/21,C,s,2021-12-01
3.98,0.1206,05/27/21,C,s,2021-12-01
4.0,0.118,05/27/21,C,s,2021-12-01
4.05,0.1119,05/27/21,C,s,2021-12-01
4.1,0.1061,05/27/21,C,s,2021-12-01
4.15,0.1008,05/27/21,C,s,2021-12-01
4.25,0.0912,05/27/21,C,s,2021-12-01
4.3,0.0869,05/27/21,C,s,2021-12-01
4.35,0.0829,05/27/21,C,s,2021-12-01
4.45,0.0755,05/27/21,C,s,2021-12-01
4.5,0.0722,05/27/21,C,s,2021-12-01
4.55,0.069,05/27/21,C,s,2021-12-01
4.6,0.0661,05/27/21,C,s,2021-12-01
4.65,0.0632,05/27/21,C,s,2021-12-01
4.7,0.0606,05/27/21,C,s,2021-12-01
4.75,0.0581,05/27/21,C,s,2021-12-01
4.8,0.0557,05/27/21,C,s,2021-12-01
4.85,0.0535,05/27/21,C,s,2021-12-01
4.9,0.0514,05/27/21,C,s,2021-12-01
4.95,0.0494,05/27/21,C,s,2021-12-01
5.0,0.0475,05/27/21,C,s,2021-12-01
5.05,0.0457,05/27/21,C,s,2021-12-01
5.15,0.0424,05/27/21,C,s,2021-12-01
5.2,0.0409,05/27/21,C,s,2021-12-01
5.2,2.0626,05/27/21,P,s,2021-12-01
5.25,0.0394,05/27/21,C,s,2021-12-01
5.3,0.038,05/27/21,C,s,2021-12-01
5.35,0.0367,05/27/21,C,s,2021-12-01
5.45,0.0342,05/27/21,C,s,2021-12-01
5.5,0.033,05/27/21,C,s,2021-12-01
5.55,0.0319,05/27/21,C,s,2021-12-01
5.65,0.0298,05/27/21,C,s,2021-12-01
5.75,0.0278,05/27/21,C,s,2021-12-01
6.0,0.0237,05/27/21,C,s,2021-12-01
6.75,0.0156,05/27/21,C,s,2021-12-01
7.0,0.0138,05/27/21,C,s,2021-12-01
10.0,0.005,05/27/21,C,s,2021-12-01
1.4,0.0017,05/27/21,P,,2022-01-01
1.5,0.0023,05/27/21,P,s,2022-01-01
1.7,0.0039,05/27/21,P,s,2022-01-01
1.75,0.0045,05/27/21,P,s,2022-01-01
1.9,0.0073,05/27/21,P,s,2022-01-01
2.0,0.0103,05/27/21,P,s,2022-01-01
2.05,0.0124,05/27/21,P,s,2022-01-01
2.1,0.0151,05/27/21,P,s,2022-01-01
2.15,0.0182,05/27/21,P,s,2022-01-01
2.2,0.0219,05/27/21,P,s,2022-01-01
2.25,0.0263,05/27/21,P,s,2022-01-01
2.3,0.0315,05/27/21,P,s,2022-01-01
2.35,0.0378,05/27/21,P,s,2022-01-01
2.38,0.9219,05/27/21,C,s,2022-01-01
2.4,0.045,05/27/21,P,s,2022-01-01
2.42,0.0482,05/27/21,P,s,2022-01-01
2.45,0.0532,05/27/21,P,s,2022-01-01
2.46,0.8549,05/27/21,C,s,2022-01-01
2.46,0.055,05/27/21,P,s,2022-01-01
2.5,0.8223,05/27/21,C,s,2022-01-01
2.5,0.0625,05/27/21,P,s,2022-01-01
2.53,0.7984,05/27/21,C,s,2022-01-01
2.54,0.7905,05/27/21,C,s,2022-01-01
2.55,0.0728,05/27/21,P,s,2022-01-01
2.57,0.7672,05/27/21,C,s,2022-01-01
2.6,0.7442,05/27/21,C,s,2022-01-01
2.6,0.0843,05/27/21,P,s,2022-01-01
2.64,0.7144,05/27/21,C,s,2022-01-01
2.65,0.7072,05/27/21,C,s,2022-01-01
2.65,0.0973,05/27/21,P,s,2022-01-01
2.66,0.7,05/27/21,C,s,2022-01-01
2.67,0.6929,05/27/21,C,s,2022-01-01
2.68,0.6859,05/27/21,C,s,2022-01-01
2.7,0.6721,05/27/21,C,s,2022-01-01
2.7,0.1122,05/27/21,P,s,2022-01-01
2.75,0.6388,05/27/21,C,s,2022-01-01
2.75,0.1289,05/27/21,P,s,2022-01-01
2.77,0.626,05/27/21,C,s,2022-01-01
2.78,0.6197,05/27/21,C,s,2022-01-01
2.8,0.6072,05/27/21,C,s,2022-01-01
2.8,0.1472,05/27/21,P,s,2022-01-01
2.85,0.5769,05/27/21,C,s,2022-01-01
2.85,0.1669,05/27/21,P,s,2022-01-01
2.86,0.571,05/27/21,C,s,2022-01-01
2.87,0.5652,05/27/21,C,s,2022-01-01
2.88,0.5595,05/27/21,C,s,2022-01-01
2.89,0.5538,05/27/21,C,s,2022-01-01
2.89,0.1839,05/27/21,P,s,2022-01-01
2.9,0.5483,05/27/21,C,s,2022-01-01
2.9,0.1883,05/27/21,P,s,2022-01-01
2.94,0.5266,05/27/21,C,s,2022-01-01
2.95,0.5213,05/27/21,C,s,2022-01-01
2.95,0.2114,05/27/21,P,s,2022-01-01
2.97,0.511,05/27/21,C,s,2022-01-01
3.0,0.4959,05/27/21,C,s,2022-01-01
3.0,0.236,05/27/21,P,s,2022-01-01
3.05,0.4719,05/27/21,C,s,2022-01-01
3.1,0.4493,05/27/21,C,s,2022-01-01
3.1,0.2893,05/27/21,P,s,2022-01-01
3.11,0.4449,05/27/21,C,s,2022-01-01
3.15,0.428,05/27/21,C,s,2022-01-01
3.2,0.4081,05/27/21,C,s,2022-01-01
3.2,0.3481,05/27/21,P,s,2022-01-01
3.25,0.3892,05/27/21,C,s,2022-01-01
3.25,0.3793,05/27/21,P,s,2022-01-01
3.3,0.3715,05/27/21,C,s,2022-01-01
3.3,0.4115,05/27/21,P,s,2022-01-01
3.35,0.3549,05/27/21,C,s,2022-01-01
3.36,0.3517,05/27/21,C,s,2022-01-01
3.4,0.3393,05/27/21,C,s,2022-01-01
3.44,0.3275,05/27/21,C,s,2022-01-01
3.45,0.3246,05/27/21,C,s,2022-01-01
3.5,0.3108,05/27/21,C,s,2022-01-01
3.55,0.2978,05/27/21,C,s,2022-01-01
3.6,0.2855,05/27/21,C,s,2022-01-01
3.65,0.274,05/27/21,C,s,2022-01-01
3.66,0.2718,05/27/21,C,s,2022-01-01
3.7,0.2632,05/27/21,C,s,2022-01-01
3.75,0.2529,05/27/21,C,s,2022-01-01
3.9,0.2255,05/27/21,C,s,2022-01-01
3.97,0.2143,05/27/21,C,s,2022-01-01
4.0,0.2097,05/27/21,C,s,2022-01-01
4.2,0.183,05/27/21,C,s,2022-01-01
4.25,0.1771,05/27/21,C,s,2022-01-01
4.3,0.1715,05/27/21,C,s,2022-01-01
4.35,0.1661,05/27/21,C,s,2022-01-01
4.4,0.161,05/27/21,C,s,2022-01-01
4.5,0.1512,05/27/21,C,s,2022-01-01
4.6,0.1422,05/27/21,C,s,2022-01-01
4.7,0.134,05/27/21,C,s,2022-01-01
4.75,0.1302,05/27/21,C,s,2022-01-01
4.8,0.1266,05/27/21,C,s,2022-01-01
4.9,0.1197,05/27/21,C,s,2022-01-01
5.0,0.1134,05/27/21,C,s,2022-01-01
5.1,0.1075,05/27/21,C,s,2022-01-01
5.15,0.1047,05/27/21,C,s,2022-01-01
5.2,0.1021,05/27/21,C,s,2022-01-01
5.25,0.0995,05/27/21,C,s,2022-01-01
5.3,0.097,05/27/21,C,s,2022-01-01
5.35,0.0946,05/27/21,C,s,2022-01-01
5.5,0.0879,05/27/21,C,s,2022-01-01
5.55,0.0858,05/27/21,C,s,2022-01-01
5.6,0.0838,05/27/21,C,s,2022-01-01
5.7,0.0799,05/27/21,C,s,2022-01-01
6.0,0.0699,05/27/21,C,s,2022-01-01
6.5,0.0568,05/27/21,C,s,2022-01-01
6.75,0.0514,05/27/21,C,s,2022-01-01
1.4,0.0018,05/27/21,P,,2022-02-01
1.5,0.0028,05/27/21,P,s,2022-02-01
1.7,0.006,05/27/21,P,s,2022-02-01
1.75,0.0073,05/27/21,P,s,2022-02-01
1.9,0.0128,05/27/21,P,s,2022-02-01
2.0,0.0185,05/27/21,P,s,2022-02-01
2.05,0.0221,05/27/21,P,s,2022-02-01
2.1,0.0262,05/27/21,P,s,2022-02-01
2.15,0.0311,05/27/21,P,s,2022-02-01
2.2,0.037,05/27/21,P,s,2022-02-01
2.25,0.0442,05/27/21,P,s,2022-02-01
2.3,0.0526,05/27/21,P,s,2022-02-01
2.35,0.0624,05/27/21,P,s,2022-02-01
2.38,0.8787,05/27/21,C,s,2022-02-01
2.4,0.0735,05/27/21,P,s,2022-02-01
2.42,0.0783,05/27/21,P,s,2022-02-01
2.45,0.0859,05/27/21,P,s,2022-02-01
2.46,0.8184,05/27/21,C,s,2022-02-01
2.46,0.0885,05/27/21,P,s,2022-02-01
2.5,0.7893,05/27/21,C,s,2022-02-01
2.5,0.0995,05/27/21,P,s,2022-02-01
2.53,0.7682,05/27/21,C,s,2022-02-01
2.54,0.7613,05/27/21,C,s,2022-02-01
2.55,0.1146,05/27/21,P,s,2022-02-01
2.57,0.741,05/27/21,C,s,2022-02-01
2.6,0.7212,05/27/21,C,s,2022-02-01
2.6,0.1313,05/27/21,P,s,2022-02-01
2.64,0.6957,05/27/21,C,s,2022-02-01
2.65,0.6895,05/27/21,C,s,2022-02-01
2.65,0.1496,05/27/21,P,s,2022-02-01
2.66,0.6833,05/27/21,C,s,2022-02-01
2.67,0.6772,05/27/21,C,s,2022-02-01
2.68,0.6711,05/27/21,C,s,2022-02-01
2.7,0.6592,05/27/21,C,s,2022-02-01
2.7,0.1693,05/27/21,P,s,2022-02-01
2.75,0.6301,05/27/21,C,s,2022-02-01
2.75,0.1902,05/27/21,P,s,2022-02-01
2.77,0.6189,05/27/21,C,s,2022-02-01
2.78,0.6133,05/27/21,C,s,2022-02-01
2.8,0.6025,05/27/21,C,s,2022-02-01
2.8,0.2125,05/27/21,P,s,2022-02-01
2.85,0.5762,05/27/21,C,s,2022-02-01
2.85,0.2362,05/27/21,P,s,2022-02-01
2.86,0.5711,05/27/21,C,s,2022-02-01
2.87,0.5661,05/27/21,C,s,2022-02-01
2.88,0.5611,05/27/21,C,s,2022-02-01
2.89,0.5562,05/27/21,C,s,2022-02-01
2.9,0.5513,05/27/21,C,s,2022-02-01
2.9,0.2613,05/27/21,P,s,2022-02-01
2.94,0.5324,05/27/21,C,s,2022-02-01
2.95,0.5278,05/27/21,C,s,2022-02-01
2.95,0.2878,05/27/21,P,s,2022-02-01
2.97,0.5188,05/27/21,C,s,2022-02-01
3.0,0.5057,05/27/21,C,s,2022-02-01
3.0,0.3158,05/27/21,P,s,2022-02-01
3.05,0.485,05/27/21,C,s,2022-02-01
3.05,0.345,05/27/21,P,s,2022-02-01
3.1,0.4655,05/27/21,C,s,2022-02-01
3.1,0.3755,05/27/21,P,s,2022-02-01
3.11,0.4618,05/27/21,C,s,2022-02-01
3.15,0.4471,05/27/21,C,s,2022-02-01
3.15,0.4071,05/27/21,P,s,2022-02-01
3.2,0.4296,05/27/21,C,s,2022-02-01
3.2,0.4396,05/27/21,P,s,2022-02-01
3.25,0.4131,05/27/21,C,s,2022-02-01
3.25,0.4731,05/27/21,P,s,2022-02-01
3.3,0.3974,05/27/21,C,s,2022-02-01
3.3,0.5074,05/27/21,P,s,2022-02-01
3.35,0.3826,05/27/21,C,s,2022-02-01
3.36,0.3798,05/27/21,C,s,2022-02-01
3.4,0.3687,05/27/21,C,s,2022-02-01
3.44,0.3581,05/27/21,C,s,2022-02-01
3.45,0.3555,05/27/21,C,s,2022-02-01
3.5,0.3431,05/27/21,C,s,2022-02-01
3.55,0.3315,05/27/21,C,s,2022-02-01
3.65,0.3105,05/27/21,C,s,2022-02-01
3.66,0.3085,05/27/21,C,s,2022-02-01
3.69,0.3028,05/27/21,C,s,2022-02-01
3.7,0.3009,05/27/21,C,s,2022-02-01
3.75,0.2919,05/27/21,C,s,2022-02-01
3.97,0.2566,05/27/21,C,s,2022-02-01
4.0,0.2523,05/27/21,C,s,2022-02-01
4.1,0.2388,05/27/21,C,s,2022-02-01
4.25,0.2208,05/27/21,C,s,2022-02-01
4.3,0.2153,05/27/21,C,s,2022-02-01
4.35,0.21,05/27/21,C,s,2022-02-01
4.5,0.1952,05/27/21,C,s,2022-02-01
4.6,0.1861,05/27/21,C,s,2022-02-01
4.7,0.1775,05/27/21,C,s,2022-02-01
4.75,0.1735,05/27/21,C,s,2022-02-01
4.8,0.1696,05/27/21,C,s,2022-02-01
4.9,0.1623,05/27/21,C,s,2022-02-01
5.0,0.1555,05/27/21,C,s,2022-02-01
5.15,0.1462,05/27/21,C,s,2022-02-01
5.45,0.1301,05/27/21,C,s,2022-02-01
5.5,0.1277,05/27/21,C,s,2022-02-01
5.65,0.1208,05/27/21,C,s,2022-02-01
6.0,0.1062,05/27/21,C,s,2022-02-01
6.25,0.0968,05/27/21,C,s,2022-02-01
6.3,0.0951,05/27/21,C,s,2022-02-01
6.35,0.0934,05/27/21,C,s,2022-02-01
6.45,0.0901,05/27/21,C,s,2022-02-01
6.5,0.0885,05/27/21,C,s,2022-02-01
6.65,0.0839,05/27/21,C,s,2022-02-01
6.75,0.081,05/27/21,C,s,2022-02-01
8.0,0.0539,05/27/21,C,s,2022-02-01
1.4,0.0025,05/27/21,P,,2022-03-01
1.5,0.0037,05/27/21,P,s,2022-03-01
1.7,0.0084,05/27/21,P,s,2022-03-01
1.75,0.0104,05/27/21,P,s,2022-03-01
1.9,0.0194,05/27/21,P,s,2022-03-01
2.0,0.0287,05/27/21,P,s,2022-03-01
2.05,0.0346,05/27/21,P,s,2022-03-01
2.1,0.0418,05/27/21,P,s,2022-03-01
2.15,0.0504,05/27/21,P,s,2022-03-01
2.2,0.0606,05/27/21,P,s,2022-03-01
2.25,0.0723,05/27/21,P,s,2022-03-01
2.3,0.0853,05/27/21,P,s,2022-03-01
2.35,0.0997,05/27/21,P,s,2022-03-01
2.38,0.732,05/27/21,C,s,2022-03-01
2.4,0.1158,05/27/21,P,s,2022-03-01
2.42,0.1227,05/27/21,P,s,2022-03-01
2.45,0.1336,05/27/21,P,s,2022-03-01
2.46,0.6802,05/27/21,C,s,2022-03-01
2.46,0.1373,05/27/21,P,s,2022-03-01
2.5,0.6559,05/27/21,C,s,2022-03-01
2.5,0.153,05/27/21,P,s,2022-03-01
2.54,0.6325,05/27/21,C,s,2022-03-01
2.55,0.1739,05/27/21,P,s,2022-03-01
2.57,0.6156,05/27/21,C,s,2022-03-01
2.6,0.5993,05/27/21,C,s,2022-03-01
2.6,0.1964,05/27/21,P,s,2022-03-01
2.64,0.5785,05/27/21,C,s,2022-03-01
2.65,0.5735,05/27/21,C,s,2022-03-01
2.65,0.2206,05/27/21,P,s,2022-03-01
2.66,0.5685,05/27/21,C,s,2022-03-01
2.67,0.5636,05/27/21,C,s,2022-03-01
2.68,0.5587,05/27/21,C,s,2022-03-01
2.7,0.5492,05/27/21,C,s,2022-03-01
2.7,0.2462,05/27/21,P,s,2022-03-01
2.75,0.5262,05/27/21,C,s,2022-03-01
2.75,0.2733,05/27/21,P,s,2022-03-01
2.77,0.5174,05/27/21,C,s,2022-03-01
2.78,0.5131,05/27/21,C,s,2022-03-01
2.8,0.5046,05/27/21,C,s,2022-03-01
2.8,0.3016,05/27/21,P,s,2022-03-01
2.85,0.4843,05/27/21,C,s,2022-03-01
2.85,0.3314,05/27/21,P,s,2022-03-01
2.86,0.4805,05/27/21,C,s,2022-03-01
2.87,0.4766,05/27/21,C,s,2022-03-01
2.88,0.4728,05/27/21,C,s,2022-03-01
2.89,0.4691,05/27/21,C,s,2022-03-01
2.9,0.4654,05/27/21,C,s,2022-03-01
2.9,0.3624,05/27/21,P,s,2022-03-01
2.94,0.451,05/27/21,C,s,2022-03-01
2.95,0.4475,05/27/21,C,s,2022-03-01
2.95,0.3945,05/27/21,P,s,2022-03-01
2.97,0.4407,05/27/21,C,s,2022-03-01
3.0,0.4308,05/27/21,C,s,2022-03-01
3.0,0.4278,05/27/21,P,s,2022-03-01
3.05,0.415,05/27/21,C,s,2022-03-01
3.1,0.4003,05/27/21,C,s,2022-03-01
3.1,0.4973,05/27/21,P,s,2022-03-01
3.11,0.3975,05/27/21,C,s,2022-03-01
3.15,0.3866,05/27/21,C,s,2022-03-01
3.2,0.3736,05/27/21,C,s,2022-03-01
3.25,0.3614,05/27/21,C,s,2022-03-01
3.25,0.6084,05/27/21,P,s,2022-03-01
3.3,0.3499,05/27/21,C,s,2022-03-01
3.35,0.339,05/27/21,C,s,2022-03-01
3.36,0.3369,05/27/21,C,s,2022-03-01
3.4,0.3288,05/27/21,C,s,2022-03-01
3.45,0.3192,05/27/21,C,s,2022-03-01
3.5,0.3101,05/27/21,C,s,2022-03-01
3.55,0.3015,05/27/21,C,s,2022-03-01
3.6,,05/27/21,C,,2022-03-01
3.65,0.2856,05/27/21,C,s,2022-03-01
3.66,0.2841,05/27/21,C,s,2022-03-01
3.7,0.2781,05/27/21,C,s,2022-03-01
3.75,0.2709,05/27/21,C,s,2022-03-01
3.97,0.2428,05/27/21,C,s,2022-03-01
4.0,0.2394,05/27/21,C,s,2022-03-01
4.25,0.2139,05/27/21,C,s,2022-03-01
4.3,0.2094,05/27/21,C,s,2022-03-01
4.5,0.202,17:00 CT,C,,2022-03-01
4.6,0.1845,05/27/21,C,s,2022-03-01
4.65,0.1808,05/27/21,C,s,2022-03-01
4.7,0.1773,05/27/21,C,s,2022-03-01
4.75,0.1739,05/27/21,C,s,2022-03-01
4.8,0.1706,05/27/21,C,s,2022-03-01
4.9,0.1644,05/27/21,C,s,2022-03-01
5.0,0.1586,05/27/21,C,s,2022-03-01
5.15,0.1506,05/27/21,C,s,2022-03-01
5.2,0.148,05/27/21,C,s,2022-03-01
5.5,0.1342,05/27/21,C,s,2022-03-01
5.65,0.128,05/27/21,C,s,2022-03-01
5.8,0.1222,05/27/21,C,s,2022-03-01
6.0,0.1148,05/27/21,C,s,2022-03-01
6.5,0.0984,05/27/21,C,s,2022-03-01
6.75,0.0915,05/27/21,C,s,2022-03-01
7.0,0.0852,05/27/21,C,s,2022-03-01
7.75,0.0694,05/27/21,C,s,2022-03-01
8.0,0.0649,05/27/21,C,s,2022-03-01
9.0,0.0507,05/27/21,C,s,2022-03-01
10.0,0.0413,05/27/21,C,s,2022-03-01
15.0,0.013,17:00 CT,C,,2022-03-01
18.0,0.0135,05/28/21,C,s,2022-03-01
1.4,0.0015,05/27/21,P,,2022-04-01
1.5,0.0031,05/27/21,P,s,2022-04-01
1.7,0.0104,05/27/21,P,s,2022-04-01
1.75,0.0135,05/27/21,P,s,2022-04-01
