CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALL SLOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
16:00:00 CT 30 May 2021,0,-,-,2.3300,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,400.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,2.2803,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,450.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,2.2306,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,2.1809,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,550.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,2.1313,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,600.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,2.0817,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,650.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,2.0321,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0005,-,-,700.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.9827,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0008,-,-,750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.9334,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0011,-,-,800.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.8842,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0017,-,-,850.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.8352,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0024,-,-,900.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.7863,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0033,-,-,950.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.7377,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0044,-,-,1000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.6894,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0058,-,-,1050.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.6414,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0076,-,-,1100.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.5938,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0096,-,-,1150.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.5465,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0121,-,-,1200.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.4997,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0150,-,-,1250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.4533,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0183,-,-,1300.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.4074,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0221,-,-,1350.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.3620,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0265,-,-,1400.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.3172,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0314,-,-,1450.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.2731,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0370,-,-,1500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.2298,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0434,-,-,1550.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.1872,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0505,-,-,1600.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.1454,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0584,-,-,1650.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.1043,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0671,-,-,1700.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.0642,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0767,-,-,1750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,1.0251,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0873,-,-,1800.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.9870,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0989,-,-,1850.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.9501,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1118,-,-,1900.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.9143,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1257,-,-,1950.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.8796,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1407,-,-,2000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.8458,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1567,-,-,2050.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.8132,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1737,-,-,2100.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.7815,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1918,-,-,2150.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.7510,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2110,-,-,2200.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.7218,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2315,-,-,2250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.6940,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2534,-,-,2300.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.6675,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2766,-,-,2350.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.6421,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3010,-,-,2400.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.6177,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3263,-,-,2450.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.5945,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3528,-,-,2500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.5724,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3805,-,-,2550.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.5515,-,-,16:00:00 CT 30 May 2021,0,-,-,0.4093,-,-,2600.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.5317,-,-,16:00:00 CT 30 May 2021,0,-,-,0.4393,-,-,2650.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.5130,-,-,16:00:00 CT 30 May 2021,0,-,-,0.4702,-,-,2700.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.4952,-,-,16:00:00 CT 30 May 2021,0,-,-,0.5021,-,-,2750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.4785,-,-,16:00:00 CT 30 May 2021,0,-,-,0.5351,-,-,2800.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.4628,-,-,16:00:00 CT 30 May 2021,0,-,-,0.5692,-,-,2850.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.4482,-,-,16:00:00 CT 30 May 2021,0,-,-,0.6043,-,-,2900.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.4344,-,-,16:00:00 CT 30 May 2021,0,-,-,0.6402,-,-,2950.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.4214,-,-,16:00:00 CT 30 May 2021,0,-,-,0.6769,-,-,3000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.4090,-,-,16:00:00 CT 30 May 2021,0,-,-,0.7143,-,-,3050.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3971,-,-,16:00:00 CT 30 May 2021,0,-,-,0.7522,-,-,3100.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3858,-,-,16:00:00 CT 30 May 2021,0,-,-,0.7906,-,-,3150.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3752,-,-,16:00:00 CT 30 May 2021,0,-,-,0.8297,-,-,3200.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3652,-,-,16:00:00 CT 30 May 2021,0,-,-,0.8694,-,-,3250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3557,-,-,16:00:00 CT 30 May 2021,0,-,-,0.9096,-,-,3300.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3467,-,-,16:00:00 CT 30 May 2021,0,-,-,0.9504,-,-,3350.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3381,-,-,16:00:00 CT 30 May 2021,0,-,-,0.9915,-,-,3400.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3298,-,-,16:00:00 CT 30 May 2021,0,-,-,1.0329,-,-,3450.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3218,-,-,16:00:00 CT 30 May 2021,0,-,-,1.0746,-,-,3500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3140,-,-,16:00:00 CT 30 May 2021,0,-,-,1.1166,-,-,3550.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.3064,-,-,16:00:00 CT 30 May 2021,0,-,-,1.1586,-,-,3600.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2989,-,-,16:00:00 CT 30 May 2021,0,-,-,1.2009,-,-,3650.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2917,-,-,16:00:00 CT 30 May 2021,0,-,-,1.2434,-,-,3700.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2848,-,-,16:00:00 CT 30 May 2021,0,-,-,1.2862,-,-,3750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2782,-,-,16:00:00 CT 30 May 2021,0,-,-,1.3293,-,-,3800.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2717,-,-,16:00:00 CT 30 May 2021,0,-,-,1.3726,-,-,3850.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2655,-,-,16:00:00 CT 30 May 2021,0,-,-,1.4161,-,-,3900.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2595,-,-,16:00:00 CT 30 May 2021,0,-,-,1.4598,-,-,3950.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2536,-,-,16:00:00 CT 30 May 2021,0,-,-,1.5037,-,-,4000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2480,-,-,16:00:00 CT 30 May 2021,0,-,-,1.5477,-,-,4050.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2425,-,-,16:00:00 CT 30 May 2021,0,-,-,1.5920,-,-,4100.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2372,-,-,16:00:00 CT 30 May 2021,0,-,-,1.6363,-,-,4150.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2320,-,-,16:00:00 CT 30 May 2021,0,-,-,1.6809,-,-,4200.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2269,-,-,16:00:00 CT 30 May 2021,0,-,-,1.7255,-,-,4250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2220,-,-,16:00:00 CT 30 May 2021,0,-,-,1.7703,-,-,4300.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2171,-,-,16:00:00 CT 30 May 2021,0,-,-,1.8152,-,-,4350.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2124,-,-,16:00:00 CT 30 May 2021,0,-,-,1.8602,-,-,4400.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2078,-,-,16:00:00 CT 30 May 2021,0,-,-,1.9054,-,-,4450.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.2034,-,-,16:00:00 CT 30 May 2021,0,-,-,1.9506,-,-,4500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1991,-,-,16:00:00 CT 30 May 2021,0,-,-,1.9961,-,-,4550.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1950,-,-,16:00:00 CT 30 May 2021,0,-,-,2.0417,-,-,4600.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1910,-,-,16:00:00 CT 30 May 2021,0,-,-,2.0874,-,-,4650.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1872,-,-,16:00:00 CT 30 May 2021,0,-,-,2.1333,-,-,4700.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1834,-,-,16:00:00 CT 30 May 2021,0,-,-,2.1793,-,-,4750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1798,-,-,16:00:00 CT 30 May 2021,0,-,-,2.2254,-,-,4800.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1763,-,-,16:00:00 CT 30 May 2021,0,-,-,2.2716,-,-,4850.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1729,-,-,16:00:00 CT 30 May 2021,0,-,-,2.3179,-,-,4900.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1696,-,-,16:00:00 CT 30 May 2021,0,-,-,2.3643,-,-,4950.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1664,-,-,16:00:00 CT 30 May 2021,0,-,-,2.4109,-,-,5000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1633,-,-,16:00:00 CT 30 May 2021,0,-,-,2.4574,-,-,5050.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1602,-,-,16:00:00 CT 30 May 2021,0,-,-,2.5041,-,-,5100.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1572,-,-,16:00:00 CT 30 May 2021,0,-,-,2.5509,-,-,5150.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1543,-,-,16:00:00 CT 30 May 2021,0,-,-,2.5977,-,-,5200.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1515,-,-,16:00:00 CT 30 May 2021,0,-,-,2.6446,-,-,5250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1487,-,-,16:00:00 CT 30 May 2021,0,-,-,2.6915,-,-,5300.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1460,-,-,16:00:00 CT 30 May 2021,0,-,-,2.7385,-,-,5350.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1433,-,-,16:00:00 CT 30 May 2021,0,-,-,2.7855,-,-,5400.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1406,-,-,16:00:00 CT 30 May 2021,0,-,-,2.8326,-,-,5450.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1381,-,-,16:00:00 CT 30 May 2021,0,-,-,2.8798,-,-,5500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1355,-,-,16:00:00 CT 30 May 2021,0,-,-,2.9269,-,-,5550.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1330,-,-,16:00:00 CT 30 May 2021,0,-,-,2.9741,-,-,5600.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1305,-,-,16:00:00 CT 30 May 2021,0,-,-,3.0214,-,-,5650.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1281,-,-,16:00:00 CT 30 May 2021,0,-,-,3.0686,-,-,5700.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1256,-,-,16:00:00 CT 30 May 2021,0,-,-,3.1159,-,-,5750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1232,-,-,16:00:00 CT 30 May 2021,0,-,-,3.1633,-,-,5800.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1208,-,-,16:00:00 CT 30 May 2021,0,-,-,3.2106,-,-,5850.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1185,-,-,16:00:00 CT 30 May 2021,0,-,-,3.2580,-,-,5900.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1161,-,-,16:00:00 CT 30 May 2021,0,-,-,3.3053,-,-,5950.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1138,-,-,16:00:00 CT 30 May 2021,0,-,-,3.3527,-,-,6000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1115,-,-,16:00:00 CT 30 May 2021,0,-,-,3.4001,-,-,6050.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1092,-,-,16:00:00 CT 30 May 2021,0,-,-,3.4476,-,-,6100.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1070,-,-,16:00:00 CT 30 May 2021,0,-,-,3.4951,-,-,6150.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1049,-,-,16:00:00 CT 30 May 2021,0,-,-,3.5427,-,-,6200.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1028,-,-,16:00:00 CT 30 May 2021,0,-,-,3.5903,-,-,6250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.1007,-,-,16:00:00 CT 30 May 2021,0,-,-,3.6380,-,-,6300.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0987,-,-,16:00:00 CT 30 May 2021,0,-,-,3.6857,-,-,6350.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0968,-,-,16:00:00 CT 30 May 2021,0,-,-,3.7335,-,-,6400.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0948,-,-,16:00:00 CT 30 May 2021,0,-,-,3.7813,-,-,6450.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0930,-,-,16:00:00 CT 30 May 2021,0,-,-,3.8291,-,-,6500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0911,-,-,16:00:00 CT 30 May 2021,0,-,-,3.8770,-,-,6550.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0893,-,-,16:00:00 CT 30 May 2021,0,-,-,3.9249,-,-,6600.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0876,-,-,16:00:00 CT 30 May 2021,0,-,-,3.9729,-,-,6650.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0858,-,-,16:00:00 CT 30 May 2021,0,-,-,4.0209,-,-,6700.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0841,-,-,16:00:00 CT 30 May 2021,0,-,-,4.0689,-,-,6750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0825,-,-,16:00:00 CT 30 May 2021,0,-,-,4.1170,-,-,6800.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0809,-,-,16:00:00 CT 30 May 2021,0,-,-,4.1651,-,-,6850.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0793,-,-,16:00:00 CT 30 May 2021,0,-,-,4.2132,-,-,6900.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0777,-,-,16:00:00 CT 30 May 2021,0,-,-,4.2614,-,-,6950.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0762,-,-,16:00:00 CT 30 May 2021,0,-,-,4.3096,-,-,7000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0747,-,-,16:00:00 CT 30 May 2021,0,-,-,4.3578,-,-,7050.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0732,-,-,16:00:00 CT 30 May 2021,0,-,-,4.4061,-,-,7100.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0718,-,-,16:00:00 CT 30 May 2021,0,-,-,4.4543,-,-,7150.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0704,-,-,16:00:00 CT 30 May 2021,0,-,-,4.5027,-,-,7200.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0690,-,-,16:00:00 CT 30 May 2021,0,-,-,4.5510,-,-,7250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0676,-,-,16:00:00 CT 30 May 2021,0,-,-,4.5993,-,-,7300.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0663,-,-,16:00:00 CT 30 May 2021,0,-,-,4.6477,-,-,7350.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0650,-,-,16:00:00 CT 30 May 2021,0,-,-,4.6961,-,-,7400.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0637,-,-,16:00:00 CT 30 May 2021,0,-,-,4.7446,-,-,7450.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0624,-,-,16:00:00 CT 30 May 2021,0,-,-,4.7930,-,-,7500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0612,-,-,16:00:00 CT 30 May 2021,0,-,-,4.8415,-,-,7550.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0600,-,-,16:00:00 CT 30 May 2021,0,-,-,4.8900,-,-,7600.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0588,-,-,16:00:00 CT 30 May 2021,0,-,-,4.9385,-,-,7650.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0576,-,-,16:00:00 CT 30 May 2021,0,-,-,4.9871,-,-,7700.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0564,-,-,16:00:00 CT 30 May 2021,0,-,-,5.0357,-,-,7750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0510,-,-,16:00:00 CT 30 May 2021,0,-,-,5.2789,-,-,8000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0462,-,-,16:00:00 CT 30 May 2021,0,-,-,5.5227,-,-,8250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0419,-,-,16:00:00 CT 30 May 2021,0,-,-,5.7670,-,-,8500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0381,-,-,16:00:00 CT 30 May 2021,0,-,-,6.0118,-,-,8750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0347,-,-,16:00:00 CT 30 May 2021,0,-,-,6.2569,-,-,9000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0316,-,-,16:00:00 CT 30 May 2021,0,-,-,6.5024,-,-,9250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0288,-,-,16:00:00 CT 30 May 2021,0,-,-,6.7483,-,-,9500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0262,-,-,16:00:00 CT 30 May 2021,0,-,-,6.9944,-,-,9750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0240,-,-,16:00:00 CT 30 May 2021,0,-,-,7.2407,-,-,10000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0219,-,-,16:00:00 CT 30 May 2021,0,-,-,7.4873,-,-,10250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0200,-,-,16:00:00 CT 30 May 2021,0,-,-,7.7340,-,-,10500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0183,-,-,16:00:00 CT 30 May 2021,0,-,-,7.9809,-,-,10750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0168,-,-,16:00:00 CT 30 May 2021,0,-,-,8.2280,-,-,11000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0154,-,-,16:00:00 CT 30 May 2021,0,-,-,8.4752,-,-,11250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0141,-,-,16:00:00 CT 30 May 2021,0,-,-,8.7225,-,-,11500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0129,-,-,16:00:00 CT 30 May 2021,0,-,-,8.9700,-,-,11750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0119,-,-,16:00:00 CT 30 May 2021,0,-,-,9.2175,-,-,12000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0109,-,-,16:00:00 CT 30 May 2021,0,-,-,9.4651,-,-,12250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0100,-,-,16:00:00 CT 30 May 2021,0,-,-,9.7129,-,-,12500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0092,-,-,16:00:00 CT 30 May 2021,0,-,-,9.9607,-,-,12750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0085,-,-,16:00:00 CT 30 May 2021,0,-,-,10.2086,-,-,13000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0078,-,-,16:00:00 CT 30 May 2021,0,-,-,10.4565,-,-,13250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0072,-,-,16:00:00 CT 30 May 2021,0,-,-,10.7045,-,-,13500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0066,-,-,16:00:00 CT 30 May 2021,0,-,-,10.9526,-,-,13750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0061,-,-,16:00:00 CT 30 May 2021,0,-,-,11.2007,-,-,14000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0057,-,-,16:00:00 CT 30 May 2021,0,-,-,11.4488,-,-,14250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0052,-,-,16:00:00 CT 30 May 2021,0,-,-,11.6970,-,-,14500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0049,-,-,16:00:00 CT 30 May 2021,0,-,-,11.9452,-,-,14750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0045,-,-,16:00:00 CT 30 May 2021,0,-,-,12.1935,-,-,15000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0042,-,-,16:00:00 CT 30 May 2021,0,-,-,12.4418,-,-,15250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0039,-,-,16:00:00 CT 30 May 2021,0,-,-,12.6901,-,-,15500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0036,-,-,16:00:00 CT 30 May 2021,0,-,-,12.9384,-,-,15750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0033,-,-,16:00:00 CT 30 May 2021,0,-,-,13.1868,-,-,16000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0031,-,-,16:00:00 CT 30 May 2021,0,-,-,13.4351,-,-,16250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0029,-,-,16:00:00 CT 30 May 2021,0,-,-,13.6835,-,-,16500.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0027,-,-,16:00:00 CT 30 May 2021,0,-,-,13.9320,-,-,16750.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0025,-,-,16:00:00 CT 30 May 2021,0,-,-,14.1804,-,-,17000.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0023,-,-,16:00:00 CT 30 May 2021,0,-,-,14.4288,-,-,17250.0,Apr 2024
16:00:00 CT 30 May 2021,0,-,-,0.0022,-,-,16:00:00 CT 30 May 2021,0,-,-,14.6773,-,-,17500.0,Apr 2024
